"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"1076818"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"unclassified"	"unclassified"
"688701"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"unclassified"	"unclassified"
"591118"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"unclassified"	"unclassified"
"184248"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"unclassified"	"unclassified"
"178304"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"unclassified"	"unclassified"
"176469"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"unclassified"	"unclassified"
"179425"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"unclassified"	"unclassified"
"208790"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"unclassified"	"unclassified"
"539601"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"unclassified"	"unclassified"
"191277"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"unclassified"	"unclassified"
"195550"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"unclassified"	"unclassified"
"173851"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"unclassified"	"unclassified"
"184030"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"unclassified"	"unclassified"
"199710"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"319659"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"191109"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"345354"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"184320"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"189334"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"307536"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"183220"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"193763"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"315348"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"181689"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"262634"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"368203"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"4371061"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"191766"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"145735"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"199070"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"362371"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"355938"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"174850"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"194095"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"313823"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"186130"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"586440"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"192015"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"196382"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"178725"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"362853"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"359762"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"365484"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"17859"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"184661"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"366986"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"3609545"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"569872"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"246937"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"357765"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"71783"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"16512"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"308045"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"114912"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"366752"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"176890"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"370357"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"359149"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"179526"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"187929"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"195100"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"147085"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"360825"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"178420"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"175281"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"191998"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"192225"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"293097"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"350438"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"845291"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"336501"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"1107439"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"589658"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"4402834"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"2346355"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"291475"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"838281"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"100506"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"194572"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"174019"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"177518"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"176518"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"eutactus"
"362501"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"eutactus"
"190679"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"eutactus"
"220168"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"eutactus"
"332450"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"eutactus"
"359993"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"eutactus"
"194734"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"4425669"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"176300"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"181025"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"188625"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"199491"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"175846"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"2740950"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"199081"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"293508"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"197112"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"194424"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"175438"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"189459"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"186969"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"316598"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"335910"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"336205"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"190534"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"367453"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"180120"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"183680"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"181269"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"184553"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"181176"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"188079"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"312835"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"174045"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"177172"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"178961"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"192218"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"178686"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"173969"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"182538"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"193551"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"174625"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"301910"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"181560"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"187212"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"199300"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"357449"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"179695"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"185312"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"367889"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"184013"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"194104"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"189152"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"178557"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"175389"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"177201"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"175697"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"177301"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"301879"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"297574"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"289348"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"521586"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"186319"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"233648"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"547913"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"303844"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"514272"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"338987"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"182054"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"183057"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"3090048"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"4478815"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"183533"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"20421"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"354254"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"194065"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"1107057"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"828230"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"366623"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"188573"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"174912"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"828776"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"95597"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"159911"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"4307265"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"4329776"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"519545"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"230252"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"353577"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"588414"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"179677"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"4419650"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"291512"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"177754"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"187569"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"197022"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"195929"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"179911"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"181853"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"72481"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"176201"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"186921"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"178238"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"4463709"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"185715"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"177111"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"194008"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"194758"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"193969"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"194693"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"185235"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"222721"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"259772"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"72606"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"232030"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"296960"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"4405104"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"189677"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Coprococcus"	"unclassified"
"197581"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Lachnospira"	"unclassified"
"207487"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Lachnospira"	"unclassified"
"194110"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Lachnospira"	"unclassified"
"176269"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Lachnospira"	"unclassified"
"309433"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Lachnospira"	"unclassified"
"199421"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Lachnospira"	"unclassified"
"182799"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Lachnospira"	"unclassified"
"1624383"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Lachnospira"	"unclassified"
"322835"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Lachnospira"	"unclassified"
"316732"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Lachnospira"	"unclassified"
"346302"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Lachnospira"	"unclassified"
"843553"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Lachnospira"	"unclassified"
"2407149"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Lachnospira"	"unclassified"
"213394"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Lachnospira"	"unclassified"
"332163"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Lachnospira"	"unclassified"
"91359"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Lachnospira"	"unclassified"
